Series,Date,Value,Sector Code,Sector Description
abs,2022-01-01,20211.0,p5.5.07,Health
abs,2022-01-01,2774.0,p5.5.08,"Recreation, culture and religion"
abs,2022-01-01,48942.0,p5.5.09,Education
abs,2022-01-01,2026.0,p5.5.10,Social protection
abs,2022-01-01,16784.0,p6,Import duties
abs,2023-01-01,1567974.0,p0,Overall
abs,2023-01-01,100812.0,p1,Agriculture
abs,2023-01-01,67704.0,p1.1,Crops
abs,2023-01-01,1672.0,p1.1.1,Rubber
abs,2023-01-01,36203.0,p1.1.2,Oil palm
abs,2023-01-01,2194.0,p1.1.3,Paddy
abs,2023-01-01,13842.0,p1.1.4,Vegetables
abs,2023-01-01,5600.0,p1.1.5,Fruits
abs,2023-01-01,6852.0,p1.1.6,Food crops
abs,2023-01-01,1341.0,p1.1.7,Other crops
abs,2023-01-01,16701.0,p1.2,Livestock
abs,2023-01-01,10163.0,p1.2.1,Poultry
abs,2023-01-01,1338.0,p1.2.2 ,Cattle
abs,2023-01-01,5200.0,p1.2.3,Other livestocks
abs,2023-01-01,4799.0,p1.3,Forestry and logging
abs,2023-01-01,11608.0,p1.4,Fishing
abs,2023-01-01,7306.0,p1.4.1,Marine fishing
abs,2023-01-01,4303.0,p1.4.2,Aquaculture
abs,2023-01-01,97513.0,p2,Mining and quarrying
abs,2023-01-01,36155.0,p2.1,Crude oil and condensate
abs,2023-01-01,52063.0,p2.2,Natural gas 
abs,2023-01-01,9295.0,p2.3,Other mining & quarrying and supporting services
abs,2023-01-01,366694.0,p3,Manufacturing
abs,2023-01-01,44150.0,p3.1,"Vegetable and animal oils & fats, food processing, beverages and tobacco products"
abs,2023-01-01,11861.0,p3.1.1,Vegetable and animal oils & fats
abs,2023-01-01,22664.0,p3.1.2,Food processing
abs,2023-01-01,5706.0,p3.1.3,Beverages
abs,2023-01-01,3919.0,p3.1.4,Tobacco products
abs,2023-01-01,6244.0,p3.2,"Textiles, wearing apparel and leather products"
abs,2023-01-01,5301.0,p3.2.1,Textile and wearing apparel
abs,2023-01-01,943.0,p3.2.2,Leather and related products
abs,2023-01-01,18035.0,p3.3,"Wood products, furniture, paper products and printing"
abs,2023-01-01,7567.0,p3.3.1,Wood products 
abs,2023-01-01,5848.0,p3.3.2,Paper and paper products
abs,2023-01-01,4620.0,p3.3.3,Printing and reproduction of recorded media 
abs,2023-01-01,102067.0,p3.4,"Petroleum, chemical, rubber and plastic products"
abs,2023-01-01,40986.0,p3.4.1,Refined petroleum products
abs,2023-01-01,37926.0,p3.4.2,Chemicals & chemical products and pharmaceutical products 
abs,2023-01-01,11381.0,p3.4.3,Rubber products
abs,2023-01-01,11774.0,p3.4.4,Plastics products
abs,2023-01-01,38585.0,p3.5,"Non-metallic mineral products, basic metal and fabricated metal products"
abs,2023-01-01,12168.0,p3.5.1,Non-metallic mineral products
abs,2023-01-01,9086.0,p3.5.2,Basic metals
abs,2023-01-01,17331.0,p3.5.3,Fabricated metal products
abs,2023-01-01,117708.0,p3.6,"Electrical, electronic and optical products"
abs,2023-01-01,11770.0,p3.6.1,Machinery and equipment
abs,2023-01-01,7045.0,p3.6.2,Computers and peripheral equipment
abs,2023-01-01,8083.0,p3.6.3,Electrical equipment
abs,2023-01-01,83918.0,p3.6.4,"Electronic components & boards, communication equipment and consumer electronics"
abs,2023-01-01,6892.0,p3.6.5,"Manufacture of medical, precision & optical instrument, watches and clocks"
abs,2023-01-01,39905.0,p3.7,"Transport equipment, other manufacturing and repair"
abs,2023-01-01,30149.0,p3.7.1,Motor vehicles and transport equipment
abs,2023-01-01,4829.0,p3.7.2,Furniture
abs,2023-01-01,4927.0,p3.7.3,Other manufacturing and repair & installation of machinery and equipment
abs,2023-01-01,56659.0,p4,Construction
abs,2023-01-01,25033.0,p4.1,Buildings
abs,2023-01-01,11369.0,p4.1.1,Residential buildings
abs,2023-01-01,13664.0,p4.1.2,Non-residential buildings
abs,2023-01-01,16548.0,p4.2,Civil engineering
abs,2023-01-01,15077.0,p4.3,Specialised construction activities
abs,2023-01-01,927904.0,p5,Services
abs,2023-01-01,207021.0,p5.1,"Utilities, transportation & storage and information & communication"
abs,2023-01-01,31994.0,p5.1.1,Electricity and gas
abs,2023-01-01,9417.0,p5.1.2,"Water, sewerage and waste management"
abs,2023-01-01,62782.0,p5.1.3,Transportation and storage
abs,2023-01-01,16149.0,p5.1.3.1,Land transport
abs,2023-01-01,7810.0,p5.1.3.2,Water transport
abs,2023-01-01,3890.0,p5.1.3.3,Air transport
abs,2023-01-01,9945.0,p5.1.3.4,Port and airport operation
abs,2023-01-01,10749.0,p5.1.3.5,Highway operation
abs,2023-01-01,10631.0,p5.1.3.6,Support activities for transportation
abs,2023-01-01,3608.0,p5.1.3.7,Postal and courier 
abs,2023-01-01,102828.0,p5.1.4,Information and communication
abs,2023-01-01,8363.0,p5.1.4.1,Publishing and broadcasting activities 
abs,2023-01-01,72447.0,p5.1.4.2,Telecommunications
abs,2023-01-01,22018.0,p5.1.4.3,Computer and information service activities
abs,2023-01-01,328677.0,p5.2,"Wholesale and retail trade, food & beverage and accommodation"
abs,2023-01-01,281372.0,p5.2.1,Wholesale and retail trade 
abs,2023-01-01,115281.0,p5.2.1.1,Wholesale trade
abs,2023-01-01,135254.0,p5.2.1.2,Retail trade
abs,2023-01-01,30836.0,p5.2.1.3,Motor vehicles
abs,2023-01-01,36251.0,p5.2.2,Food and beverage
abs,2023-01-01,11054.0,p5.2.3,Accommodation
abs,2023-01-01,175453.0,p5.3,"Finance and insurance, real estate and business services"
abs,2023-01-01,78693.0,p5.3.1,Finance
abs,2023-01-01,64855.0,p5.3.1.1,Monetary intermediation
abs,2023-01-01,13838.0,p5.3.1.2,Other financial intermediation and activities auxiliary to finance
abs,2023-01-01,25496.0,p5.3.2,Insurance
abs,2023-01-01,24786.0,p5.3.2.1,Insurance and pension funding
abs,2023-01-01,710.0,p5.3.2.2,Activities auxiliary to insurance
abs,2023-01-01,20935.0,p5.3.3,Real estate
abs,2023-01-01,50329.0,p5.3.4,Business services
abs,2023-01-01,36573.0,p5.3.4.1,"Professional, scientific and technical "
abs,2023-01-01,13756.0,p5.3.4.2,Administrative and support services
abs,2023-01-01,72886.0,p5.4,Other services
abs,2023-01-01,12275.0,p5.4.1,Private health services
abs,2023-01-01,12268.0,p5.4.2,Private education services
abs,2023-01-01,34731.0,p5.4.3,Owner-occupied dwellings
abs,2023-01-01,604.0,p5.4.4,Non-profit institutions serving households
abs,2023-01-01,1096.0,p5.4.5,Domestic services of households
abs,2023-01-01,11912.0,p5.4.6,Other services not elsewhere classified
abs,2023-01-01,143868.0,p5.5,Government services
abs,2023-01-01,23088.0,p5.5.01,General public services
abs,2023-01-01,8709.0,p5.5.02,Defence
abs,2023-01-01,11270.0,p5.5.03,Public order and safety
abs,2023-01-01,19446.0,p5.5.04,Economic affairs
abs,2023-01-01,410.0,p5.5.05,Environmental protection
abs,2023-01-01,3764.0,p5.5.06,Housing and community amenities
abs,2023-01-01,22345.0,p5.5.07,Health
abs,2023-01-01,2736.0,p5.5.08,"Recreation, culture and religion"
abs,2023-01-01,49819.0,p5.5.09,Education
abs,2023-01-01,2281.0,p5.5.10,Social protection
abs,2023-01-01,18392.0,p6,Import duties
growth_yoy,2016-01-01,4.45,p0,Overall
growth_yoy,2016-01-01,-3.652,p1,Agriculture
growth_yoy,2016-01-01,-6.427,p1.1,Crops
growth_yoy,2016-01-01,-6.272,p1.1.1,Rubber
growth_yoy,2016-01-01,-12.654,p1.1.2,Oil palm
growth_yoy,2016-01-01,1.859,p1.1.3,Paddy
growth_yoy,2016-01-01,5.136,p1.1.4,Vegetables
growth_yoy,2016-01-01,3.153,p1.1.5,Fruits
growth_yoy,2016-01-01,3.655,p1.1.6,Food crops
growth_yoy,2016-01-01,2.422,p1.1.7,Other crops
growth_yoy,2016-01-01,3.624,p1.2,Livestock
growth_yoy,2016-01-01,4.321,p1.2.1,Poultry
growth_yoy,2016-01-01,-1.323,p1.2.2 ,Cattle
growth_yoy,2016-01-01,3.618,p1.2.3,Other livestocks
growth_yoy,2016-01-01,-1.907,p1.3,Forestry and logging
growth_yoy,2016-01-01,2.069,p1.4,Fishing
growth_yoy,2016-01-01,4.658,p1.4.1,Marine fishing
growth_yoy,2016-01-01,-2.922,p1.4.2,Aquaculture
growth_yoy,2016-01-01,2.24,p2,Mining and quarrying
growth_yoy,2016-01-01,0.634,p2.1,Crude oil and condensate
growth_yoy,2016-01-01,3.029,p2.2,Natural gas 
growth_yoy,2016-01-01,7.095,p2.3,Other mining & quarrying and supporting services
growth_yoy,2016-01-01,4.391,p3,Manufacturing
growth_yoy,2016-01-01,2.874,p3.1,"Vegetable and animal oils & fats, food processing, beverages and tobacco products"
growth_yoy,2016-01-01,-3.219,p3.1.1,Vegetable and animal oils & fats
growth_yoy,2016-01-01,5.995,p3.1.2,Food processing
growth_yoy,2016-01-01,9.754,p3.1.3,Beverages
growth_yoy,2016-01-01,3.135,p3.1.4,Tobacco products
growth_yoy,2016-01-01,6.927,p3.2,"Textiles, wearing apparel and leather products"
growth_yoy,2016-01-01,6.704,p3.2.1,Textile and wearing apparel
growth_yoy,2016-01-01,8.453,p3.2.2,Leather and related products
growth_yoy,2016-01-01,4.286,p3.3,"Wood products, furniture, paper products and printing"
growth_yoy,2016-01-01,3.523,p3.3.1,Wood products 
growth_yoy,2016-01-01,4.39,p3.3.2,Paper and paper products
growth_yoy,2016-01-01,5.584,p3.3.3,Printing and reproduction of recorded media 
growth_yoy,2016-01-01,4.355,p3.4,"Petroleum, chemical, rubber and plastic products"
growth_yoy,2016-01-01,3.439,p3.4.1,Refined petroleum products
growth_yoy,2016-01-01,5.834,p3.4.2,Chemicals & chemical products and pharmaceutical products 
growth_yoy,2016-01-01,3.539,p3.4.3,Rubber products
growth_yoy,2016-01-01,3.731,p3.4.4,Plastics products
growth_yoy,2016-01-01,4.228,p3.5,"Non-metallic mineral products, basic metal and fabricated metal products"
growth_yoy,2016-01-01,4.428,p3.5.1,Non-metallic mineral products
growth_yoy,2016-01-01,2.257,p3.5.2,Basic metals
growth_yoy,2016-01-01,5.115,p3.5.3,Fabricated metal products
growth_yoy,2016-01-01,7.561,p3.6,"Electrical, electronic and optical products"
growth_yoy,2016-01-01,5.534,p3.6.1,Machinery and equipment
growth_yoy,2016-01-01,4.399,p3.6.2,Computers and peripheral equipment
growth_yoy,2016-01-01,5.78,p3.6.3,Electrical equipment
growth_yoy,2016-01-01,8.444,p3.6.4,"Electronic components & boards, communication equipment and consumer electronics"
growth_yoy,2016-01-01,8.007,p3.6.5,"Manufacture of medical, precision & optical instrument, watches and clocks"
growth_yoy,2016-01-01,-1.344,p3.7,"Transport equipment, other manufacturing and repair"
growth_yoy,2016-01-01,-4.101,p3.7.1,Motor vehicles and transport equipment
growth_yoy,2016-01-01,9.957,p3.7.2,Furniture
growth_yoy,2016-01-01,3.792,p3.7.3,Other manufacturing and repair & installation of machinery and equipment
growth_yoy,2016-01-01,7.45,p4,Construction
growth_yoy,2016-01-01,3.725,p4.1,Buildings
growth_yoy,2016-01-01,8.547,p4.1.1,Residential buildings
growth_yoy,2016-01-01,-1.061,p4.1.2,Non-residential buildings
growth_yoy,2016-01-01,15.729,p4.2,Civil engineering
growth_yoy,2016-01-01,6.063,p4.3,Specialised construction activities
growth_yoy,2016-01-01,5.696,p5,Services
growth_yoy,2016-01-01,6.692,p5.1,"Utilities, transportation & storage and information & communication"
growth_yoy,2016-01-01,5.048,p5.1.1,Electricity and gas
growth_yoy,2016-01-01,6.755,p5.1.2,"Water, sewerage and waste management"
growth_yoy,2016-01-01,5.721,p5.1.3,Transportation and storage
growth_yoy,2016-01-01,6.734,p5.1.3.1,Land transport
growth_yoy,2016-01-01,1.447,p5.1.3.2,Water transport
growth_yoy,2016-01-01,2.965,p5.1.3.3,Air transport
growth_yoy,2016-01-01,7.1,p5.1.3.4,Port and airport operation
growth_yoy,2016-01-01,8.541,p5.1.3.5,Highway operation
growth_yoy,2016-01-01,6.535,p5.1.3.6,Support activities for transportation
growth_yoy,2016-01-01,6.254,p5.1.3.7,Postal and courier 
growth_yoy,2016-01-01,8.022,p5.1.4,Information and communication
growth_yoy,2016-01-01,3.446,p5.1.4.1,Publishing and broadcasting activities 
growth_yoy,2016-01-01,9.442,p5.1.4.2,Telecommunications
growth_yoy,2016-01-01,6.134,p5.1.4.3,Computer and information service activities
growth_yoy,2016-01-01,6.491,p5.2,"Wholesale and retail trade, food & beverage and accommodation"
growth_yoy,2016-01-01,6.349,p5.2.1,Wholesale and retail trade 
growth_yoy,2016-01-01,8.303,p5.2.1.1,Wholesale trade
growth_yoy,2016-01-01,7.063,p5.2.1.2,Retail trade
growth_yoy,2016-01-01,-2.95,p5.2.1.3,Motor vehicles
growth_yoy,2016-01-01,7.841,p5.2.2,Food and beverage
growth_yoy,2016-01-01,4.945,p5.2.3,Accommodation
growth_yoy,2016-01-01,4.324,p5.3,"Finance and insurance, real estate and business services"
growth_yoy,2016-01-01,1.45,p5.3.1,Finance
growth_yoy,2016-01-01,1.471,p5.3.1.1,Monetary intermediation
growth_yoy,2016-01-01,1.322,p5.3.1.2,Other financial intermediation and activities auxiliary to finance
growth_yoy,2016-01-01,6.548,p5.3.2,Insurance
growth_yoy,2016-01-01,6.679,p5.3.2.1,Insurance and pension funding
growth_yoy,2016-01-01,2.726,p5.3.2.2,Activities auxiliary to insurance
growth_yoy,2016-01-01,4.846,p5.3.3,Real estate
growth_yoy,2016-01-01,7.925,p5.3.4,Business services
growth_yoy,2016-01-01,8.291,p5.3.4.1,"Professional, scientific and technical "
growth_yoy,2016-01-01,7.147,p5.3.4.2,Administrative and support services
growth_yoy,2016-01-01,4.875,p5.4,Other services
growth_yoy,2016-01-01,5.543,p5.4.1,Private health services
growth_yoy,2016-01-01,6.748,p5.4.2,Private education services
growth_yoy,2016-01-01,4.644,p5.4.3,Owner-occupied dwellings
growth_yoy,2016-01-01,2.812,p5.4.4,Non-profit institutions serving households
growth_yoy,2016-01-01,1.373,p5.4.5,Domestic services of households
growth_yoy,2016-01-01,3.943,p5.4.6,Other services not elsewhere classified
growth_yoy,2016-01-01,4.848,p5.5,Government services
growth_yoy,2016-01-01,3.368,p5.5.01,General public services
growth_yoy,2016-01-01,0.229,p5.5.02,Defence
growth_yoy,2016-01-01,-3.016,p5.5.03,Public order and safety
growth_yoy,2016-01-01,5.349,p5.5.04,Economic affairs
growth_yoy,2016-01-01,0.0,p5.5.05,Environmental protection
growth_yoy,2016-01-01,19.086,p5.5.06,Housing and community amenities
growth_yoy,2016-01-01,11.545,p5.5.07,Health
growth_yoy,2016-01-01,0.111,p5.5.08,"Recreation, culture and religion"
growth_yoy,2016-01-01,6.112,p5.5.09,Education
growth_yoy,2016-01-01,1.599,p5.5.10,Social protection
growth_yoy,2016-01-01,8.851,p6,Import duties
growth_yoy,2017-01-01,5.813,p0,Overall
growth_yoy,2017-01-01,5.887,p1,Agriculture
growth_yoy,2017-01-01,10.618,p1.1,Crops
growth_yoy,2017-01-01,9.369,p1.1.1,Rubber
growth_yoy,2017-01-01,16.039,p1.1.2,Oil palm
growth_yoy,2017-01-01,-0.935,p1.1.3,Paddy
growth_yoy,2017-01-01,3.679,p1.1.4,Vegetables
growth_yoy,2017-01-01,2.986,p1.1.5,Fruits
growth_yoy,2017-01-01,3.644,p1.1.6,Food crops
growth_yoy,2017-01-01,5.203,p1.1.7,Other crops
growth_yoy,2017-01-01,5.116,p1.2,Livestock
growth_yoy,2017-01-01,3.93,p1.2.1,Poultry
growth_yoy,2017-01-01,-1.437,p1.2.2 ,Cattle
growth_yoy,2017-01-01,9.082,p1.2.3,Other livestocks
growth_yoy,2017-01-01,-15.922,p1.3,Forestry and logging
growth_yoy,2017-01-01,-0.869,p1.4,Fishing
growth_yoy,2017-01-01,-3.425,p1.4.1,Marine fishing
growth_yoy,2017-01-01,4.392,p1.4.2,Aquaculture
growth_yoy,2017-01-01,0.446,p2,Mining and quarrying
growth_yoy,2017-01-01,-2.166,p2.1,Crude oil and condensate
growth_yoy,2017-01-01,1.749,p2.2,Natural gas 
growth_yoy,2017-01-01,7.544,p2.3,Other mining & quarrying and supporting services
growth_yoy,2017-01-01,6.048,p3,Manufacturing
growth_yoy,2017-01-01,9.917,p3.1,"Vegetable and animal oils & fats, food processing, beverages and tobacco products"
growth_yoy,2017-01-01,17.555,p3.1.1,Vegetable and animal oils & fats
growth_yoy,2017-01-01,6.049,p3.1.2,Food processing
growth_yoy,2017-01-01,9.173,p3.1.3,Beverages
growth_yoy,2017-01-01,1.998,p3.1.4,Tobacco products
growth_yoy,2017-01-01,7.941,p3.2,"Textiles, wearing apparel and leather products"
growth_yoy,2017-01-01,8.202,p3.2.1,Textile and wearing apparel
growth_yoy,2017-01-01,6.176,p3.2.2,Leather and related products
growth_yoy,2017-01-01,4.401,p3.3,"Wood products, furniture, paper products and printing"
growth_yoy,2017-01-01,3.568,p3.3.1,Wood products 
growth_yoy,2017-01-01,5.435,p3.3.2,Paper and paper products
growth_yoy,2017-01-01,4.774,p3.3.3,Printing and reproduction of recorded media 
growth_yoy,2017-01-01,4.016,p3.4,"Petroleum, chemical, rubber and plastic products"
growth_yoy,2017-01-01,3.457,p3.4.1,Refined petroleum products
growth_yoy,2017-01-01,4.54,p3.4.2,Chemicals & chemical products and pharmaceutical products 
growth_yoy,2017-01-01,6.323,p3.4.3,Rubber products
growth_yoy,2017-01-01,2.802,p3.4.4,Plastics products
growth_yoy,2017-01-01,4.893,p3.5,"Non-metallic mineral products, basic metal and fabricated metal products"
growth_yoy,2017-01-01,4.518,p3.5.1,Non-metallic mineral products
growth_yoy,2017-01-01,5.203,p3.5.2,Basic metals
growth_yoy,2017-01-01,5.009,p3.5.3,Fabricated metal products
growth_yoy,2017-01-01,7.492,p3.6,"Electrical, electronic and optical products"
growth_yoy,2017-01-01,5.141,p3.6.1,Machinery and equipment
growth_yoy,2017-01-01,-6.844,p3.6.2,Computers and peripheral equipment
growth_yoy,2017-01-01,8.214,p3.6.3,Electrical equipment
growth_yoy,2017-01-01,10.051,p3.6.4,"Electronic components & boards, communication equipment and consumer electronics"
growth_yoy,2017-01-01,0.932,p3.6.5,"Manufacture of medical, precision & optical instrument, watches and clocks"
growth_yoy,2017-01-01,5.332,p3.7,"Transport equipment, other manufacturing and repair"
growth_yoy,2017-01-01,4.607,p3.7.1,Motor vehicles and transport equipment
growth_yoy,2017-01-01,5.813,p3.7.2,Furniture
growth_yoy,2017-01-01,8.927,p3.7.3,Other manufacturing and repair & installation of machinery and equipment
growth_yoy,2017-01-01,6.745,p4,Construction
growth_yoy,2017-01-01,2.454,p4.1,Buildings
growth_yoy,2017-01-01,2.653,p4.1.1,Residential buildings
growth_yoy,2017-01-01,2.237,p4.1.2,Non-residential buildings
growth_yoy,2017-01-01,13.838,p4.2,Civil engineering
growth_yoy,2017-01-01,7.732,p4.3,Specialised construction activities
growth_yoy,2017-01-01,6.289,p5,Services
growth_yoy,2017-01-01,6.575,p5.1,"Utilities, transportation & storage and information & communication"
growth_yoy,2017-01-01,2.201,p5.1.1,Electricity and gas
growth_yoy,2017-01-01,6.123,p5.1.2,"Water, sewerage and waste management"
growth_yoy,2017-01-01,6.183,p5.1.3,Transportation and storage
growth_yoy,2017-01-01,6.94,p5.1.3.1,Land transport
growth_yoy,2017-01-01,2.188,p5.1.3.2,Water transport
growth_yoy,2017-01-01,3.201,p5.1.3.3,Air transport
growth_yoy,2017-01-01,8.106,p5.1.3.4,Port and airport operation
growth_yoy,2017-01-01,7.929,p5.1.3.5,Highway operation
growth_yoy,2017-01-01,7.382,p5.1.3.6,Support activities for transportation
growth_yoy,2017-01-01,7.491,p5.1.3.7,Postal and courier 
growth_yoy,2017-01-01,8.636,p5.1.4,Information and communication
growth_yoy,2017-01-01,7.258,p5.1.4.1,Publishing and broadcasting activities 
growth_yoy,2017-01-01,9.334,p5.1.4.2,Telecommunications
growth_yoy,2017-01-01,7.238,p5.1.4.3,Computer and information service activities
growth_yoy,2017-01-01,7.288,p5.2,"Wholesale and retail trade, food & beverage and accommodation"
growth_yoy,2017-01-01,7.245,p5.2.1,Wholesale and retail trade 
growth_yoy,2017-01-01,6.628,p5.2.1.1,Wholesale trade
growth_yoy,2017-01-01,9.481,p5.2.1.2,Retail trade
growth_yoy,2017-01-01,1.345,p5.2.1.3,Motor vehicles
growth_yoy,2017-01-01,8.072,p5.2.2,Food and beverage
growth_yoy,2017-01-01,5.426,p5.2.3,Accommodation
growth_yoy,2017-01-01,5.878,p5.3,"Finance and insurance, real estate and business services"
growth_yoy,2017-01-01,5.067,p5.3.1,Finance
growth_yoy,2017-01-01,4.465,p5.3.1.1,Monetary intermediation
growth_yoy,2017-01-01,8.382,p5.3.1.2,Other financial intermediation and activities auxiliary to finance
growth_yoy,2017-01-01,3.65,p5.3.2,Insurance
growth_yoy,2017-01-01,3.723,p5.3.2.1,Insurance and pension funding
growth_yoy,2017-01-01,1.327,p5.3.2.2,Activities auxiliary to insurance
growth_yoy,2017-01-01,5.328,p5.3.3,Real estate
growth_yoy,2017-01-01,8.716,p5.3.4,Business services
growth_yoy,2017-01-01,9.38,p5.3.4.1,"Professional, scientific and technical "
growth_yoy,2017-01-01,7.301,p5.3.4.2,Administrative and support services
growth_yoy,2017-01-01,5.137,p5.4,Other services
growth_yoy,2017-01-01,5.807,p5.4.1,Private health services
growth_yoy,2017-01-01,6.544,p5.4.2,Private education services
growth_yoy,2017-01-01,4.747,p5.4.3,Owner-occupied dwellings
growth_yoy,2017-01-01,3.647,p5.4.4,Non-profit institutions serving households
growth_yoy,2017-01-01,1.524,p5.4.5,Domestic services of households
growth_yoy,2017-01-01,4.83,p5.4.6,Other services not elsewhere classified
growth_yoy,2017-01-01,4.85,p5.5,Government services
growth_yoy,2017-01-01,-5.046,p5.5.01,General public services
growth_yoy,2017-01-01,3.225,p5.5.02,Defence
growth_yoy,2017-01-01,4.005,p5.5.03,Public order and safety
growth_yoy,2017-01-01,7.962,p5.5.04,Economic affairs
growth_yoy,2017-01-01,7.629,p5.5.05,Environmental protection
growth_yoy,2017-01-01,25.185,p5.5.06,Housing and community amenities
growth_yoy,2017-01-01,7.981,p5.5.07,Health
growth_yoy,2017-01-01,13.97,p5.5.08,"Recreation, culture and religion"
growth_yoy,2017-01-01,6.161,p5.5.09,Education
growth_yoy,2017-01-01,16.871,p5.5.10,Social protection
growth_yoy,2017-01-01,12.975,p6,Import duties
growth_yoy,2018-01-01,4.843,p0,Overall
growth_yoy,2018-01-01,0.129,p1,Agriculture
growth_yoy,2018-01-01,-0.378,p1.1,Crops
growth_yoy,2018-01-01,-17.57,p1.1.1,Rubber
growth_yoy,2018-01-01,-1.83,p1.1.2,Oil palm
growth_yoy,2018-01-01,6.157,p1.1.3,Paddy
growth_yoy,2018-01-01,4.202,p1.1.4,Vegetables
growth_yoy,2018-01-01,4.508,p1.1.5,Fruits
growth_yoy,2018-01-01,4.102,p1.1.6,Food crops
growth_yoy,2018-01-01,2.698,p1.1.7,Other crops
growth_yoy,2018-01-01,5.475,p1.2,Livestock
growth_yoy,2018-01-01,4.07,p1.2.1,Poultry
growth_yoy,2018-01-01,0.777,p1.2.2 ,Cattle
growth_yoy,2018-01-01,9.176,p1.2.3,Other livestocks
growth_yoy,2018-01-01,-3.854,p1.3,Forestry and logging
growth_yoy,2018-01-01,-0.811,p1.4,Fishing
growth_yoy,2018-01-01,-0.148,p1.4.1,Marine fishing
growth_yoy,2018-01-01,-2.056,p1.4.2,Aquaculture
growth_yoy,2018-01-01,-2.155,p2,Mining and quarrying
growth_yoy,2018-01-01,-0.823,p2.1,Crude oil and condensate
growth_yoy,2018-01-01,-4.214,p2.2,Natural gas 
growth_yoy,2018-01-01,3.127,p2.3,Other mining & quarrying and supporting services
growth_yoy,2018-01-01,4.95,p3,Manufacturing
growth_yoy,2018-01-01,3.425,p3.1,"Vegetable and animal oils & fats, food processing, beverages and tobacco products"
growth_yoy,2018-01-01,-0.053,p3.1.1,Vegetable and animal oils & fats
growth_yoy,2018-01-01,6.99,p3.1.2,Food processing
growth_yoy,2018-01-01,3.176,p3.1.3,Beverages
growth_yoy,2018-01-01,1.711,p3.1.4,Tobacco products
growth_yoy,2018-01-01,4.294,p3.2,"Textiles, wearing apparel and leather products"
growth_yoy,2018-01-01,4.395,p3.2.1,Textile and wearing apparel
growth_yoy,2018-01-01,3.601,p3.2.2,Leather and related products
growth_yoy,2018-01-01,4.779,p3.3,"Wood products, furniture, paper products and printing"
growth_yoy,2018-01-01,5.549,p3.3.1,Wood products 
growth_yoy,2018-01-01,4.339,p3.3.2,Paper and paper products
growth_yoy,2018-01-01,3.883,p3.3.3,Printing and reproduction of recorded media 
growth_yoy,2018-01-01,4.022,p3.4,"Petroleum, chemical, rubber and plastic products"
growth_yoy,2018-01-01,3.298,p3.4.1,Refined petroleum products
growth_yoy,2018-01-01,4.615,p3.4.2,Chemicals & chemical products and pharmaceutical products 
growth_yoy,2018-01-01,5.055,p3.4.3,Rubber products
growth_yoy,2018-01-01,4.084,p3.4.4,Plastics products
growth_yoy,2018-01-01,4.945,p3.5,"Non-metallic mineral products, basic metal and fabricated metal products"
growth_yoy,2018-01-01,5.522,p3.5.1,Non-metallic mineral products
growth_yoy,2018-01-01,3.954,p3.5.2,Basic metals
growth_yoy,2018-01-01,5.03,p3.5.3,Fabricated metal products
growth_yoy,2018-01-01,6.279,p3.6,"Electrical, electronic and optical products"
growth_yoy,2018-01-01,5.292,p3.6.1,Machinery and equipment
growth_yoy,2018-01-01,4.122,p3.6.2,Computers and peripheral equipment
growth_yoy,2018-01-01,0.908,p3.6.3,Electrical equipment
growth_yoy,2018-01-01,7.12,p3.6.4,"Electronic components & boards, communication equipment and consumer electronics"
growth_yoy,2018-01-01,7.506,p3.6.5,"Manufacture of medical, precision & optical instrument, watches and clocks"
growth_yoy,2018-01-01,6.002,p3.7,"Transport equipment, other manufacturing and repair"
growth_yoy,2018-01-01,6.236,p3.7.1,Motor vehicles and transport equipment
growth_yoy,2018-01-01,4.202,p3.7.2,Furniture
growth_yoy,2018-01-01,6.66,p3.7.3,Other manufacturing and repair & installation of machinery and equipment
growth_yoy,2018-01-01,4.206,p4,Construction
growth_yoy,2018-01-01,-4.197,p4.1,Buildings
growth_yoy,2018-01-01,-6.923,p4.1.1,Residential buildings
growth_yoy,2018-01-01,-1.216,p4.1.2,Non-residential buildings
growth_yoy,2018-01-01,15.311,p4.2,Civil engineering
growth_yoy,2018-01-01,8.731,p4.3,Specialised construction activities
growth_yoy,2018-01-01,6.861,p5,Services
growth_yoy,2018-01-01,6.92,p5.1,"Utilities, transportation & storage and information & communication"
growth_yoy,2018-01-01,4.557,p5.1.1,Electricity and gas
growth_yoy,2018-01-01,6.721,p5.1.2,"Water, sewerage and waste management"
growth_yoy,2018-01-01,6.346,p5.1.3,Transportation and storage
growth_yoy,2018-01-01,7.037,p5.1.3.1,Land transport
growth_yoy,2018-01-01,2.538,p5.1.3.2,Water transport
growth_yoy,2018-01-01,1.92,p5.1.3.3,Air transport
growth_yoy,2018-01-01,8.508,p5.1.3.4,Port and airport operation
growth_yoy,2018-01-01,8.018,p5.1.3.5,Highway operation
growth_yoy,2018-01-01,7.704,p5.1.3.6,Support activities for transportation
growth_yoy,2018-01-01,9.657,p5.1.3.7,Postal and courier 
growth_yoy,2018-01-01,8.202,p5.1.4,Information and communication
growth_yoy,2018-01-01,5.574,p5.1.4.1,Publishing and broadcasting activities 
growth_yoy,2018-01-01,8.741,p5.1.4.2,Telecommunications
growth_yoy,2018-01-01,7.775,p5.1.4.3,Computer and information service activities
