Series,Date,Value,Sector Code,Sector Description
abs,2018-01-01,1711.0,p5.5.08,"Recreation, culture and religion"
abs,2018-01-01,44296.0,p5.5.09,Education
abs,2018-01-01,2102.0,p5.5.10,Social protection
abs,2018-01-01,16546.0,p6,Import duties
abs,2019-01-01,1423952.0,p0,Overall
abs,2019-01-01,101573.0,p1,Agriculture
abs,2019-01-01,67610.0,p1.1,Crops
abs,2019-01-01,3002.0,p1.1.1,Rubber
abs,2019-01-01,38239.0,p1.1.2,Oil palm
abs,2019-01-01,2363.0,p1.1.3,Paddy
abs,2019-01-01,11374.0,p1.1.4,Vegetables
abs,2019-01-01,4760.0,p1.1.5,Fruits
abs,2019-01-01,6694.0,p1.1.6,Food crops
abs,2019-01-01,1178.0,p1.1.7,Other crops
abs,2019-01-01,15459.0,p1.2,Livestock
abs,2019-01-01,9267.0,p1.2.1,Poultry
abs,2019-01-01,1101.0,p1.2.2 ,Cattle
abs,2019-01-01,5091.0,p1.2.3,Other livestocks
abs,2019-01-01,6382.0,p1.3,Forestry and logging
abs,2019-01-01,12122.0,p1.4,Fishing
abs,2019-01-01,8054.0,p1.4.1,Marine fishing
abs,2019-01-01,4068.0,p1.4.2,Aquaculture
abs,2019-01-01,102887.0,p2,Mining and quarrying
abs,2019-01-01,42460.0,p2.1,Crude oil and condensate
abs,2019-01-01,50643.0,p2.2,Natural gas 
abs,2019-01-01,9784.0,p2.3,Other mining & quarrying and supporting services
abs,2019-01-01,316283.0,p3,Manufacturing
abs,2019-01-01,39629.0,p3.1,"Vegetable and animal oils & fats, food processing, beverages and tobacco products"
abs,2019-01-01,13178.0,p3.1.1,Vegetable and animal oils & fats
abs,2019-01-01,17270.0,p3.1.2,Food processing
abs,2019-01-01,5282.0,p3.1.3,Beverages
abs,2019-01-01,3899.0,p3.1.4,Tobacco products
abs,2019-01-01,6252.0,p3.2,"Textiles, wearing apparel and leather products"
abs,2019-01-01,5466.0,p3.2.1,Textile and wearing apparel
abs,2019-01-01,786.0,p3.2.2,Leather and related products
abs,2019-01-01,16545.0,p3.3,"Wood products, furniture, paper products and printing"
abs,2019-01-01,7691.0,p3.3.1,Wood products 
abs,2019-01-01,4672.0,p3.3.2,Paper and paper products
abs,2019-01-01,4182.0,p3.3.3,Printing and reproduction of recorded media 
abs,2019-01-01,90982.0,p3.4,"Petroleum, chemical, rubber and plastic products"
abs,2019-01-01,39026.0,p3.4.1,Refined petroleum products
abs,2019-01-01,33767.0,p3.4.2,Chemicals & chemical products and pharmaceutical products 
abs,2019-01-01,7939.0,p3.4.3,Rubber products
abs,2019-01-01,10250.0,p3.4.4,Plastics products
abs,2019-01-01,37716.0,p3.5,"Non-metallic mineral products, basic metal and fabricated metal products"
abs,2019-01-01,12438.0,p3.5.1,Non-metallic mineral products
abs,2019-01-01,8498.0,p3.5.2,Basic metals
abs,2019-01-01,16780.0,p3.5.3,Fabricated metal products
abs,2019-01-01,89133.0,p3.6,"Electrical, electronic and optical products"
abs,2019-01-01,10075.0,p3.6.1,Machinery and equipment
abs,2019-01-01,5715.0,p3.6.2,Computers and peripheral equipment
abs,2019-01-01,6293.0,p3.6.3,Electrical equipment
abs,2019-01-01,61671.0,p3.6.4,"Electronic components & boards, communication equipment and consumer electronics"
abs,2019-01-01,5379.0,p3.6.5,"Manufacture of medical, precision & optical instrument, watches and clocks"
abs,2019-01-01,36027.0,p3.7,"Transport equipment, other manufacturing and repair"
abs,2019-01-01,26171.0,p3.7.1,Motor vehicles and transport equipment
abs,2019-01-01,5140.0,p3.7.2,Furniture
abs,2019-01-01,4716.0,p3.7.3,Other manufacturing and repair & installation of machinery and equipment
abs,2019-01-01,66453.0,p4,Construction
abs,2019-01-01,29540.0,p4.1,Buildings
abs,2019-01-01,15352.0,p4.1.1,Residential buildings
abs,2019-01-01,14188.0,p4.1.2,Non-residential buildings
abs,2019-01-01,24823.0,p4.2,Civil engineering
abs,2019-01-01,12089.0,p4.3,Specialised construction activities
abs,2019-01-01,820576.0,p5,Services
abs,2019-01-01,176184.0,p5.1,"Utilities, transportation & storage and information & communication"
abs,2019-01-01,30596.0,p5.1.1,Electricity and gas
abs,2019-01-01,7731.0,p5.1.2,"Water, sewerage and waste management"
abs,2019-01-01,53632.0,p5.1.3,Transportation and storage
abs,2019-01-01,13463.0,p5.1.3.1,Land transport
abs,2019-01-01,6625.0,p5.1.3.2,Water transport
abs,2019-01-01,6388.0,p5.1.3.3,Air transport
abs,2019-01-01,7946.0,p5.1.3.4,Port and airport operation
abs,2019-01-01,8378.0,p5.1.3.5,Highway operation
abs,2019-01-01,8417.0,p5.1.3.6,Support activities for transportation
abs,2019-01-01,2414.0,p5.1.3.7,Postal and courier 
abs,2019-01-01,84225.0,p5.1.4,Information and communication
abs,2019-01-01,8091.0,p5.1.4.1,Publishing and broadcasting activities 
abs,2019-01-01,57104.0,p5.1.4.2,Telecommunications
abs,2019-01-01,19031.0,p5.1.4.3,Computer and information service activities
abs,2019-01-01,292526.0,p5.2,"Wholesale and retail trade, food & beverage and accommodation"
abs,2019-01-01,242704.0,p5.2.1,Wholesale and retail trade 
abs,2019-01-01,107690.0,p5.2.1.1,Wholesale trade
abs,2019-01-01,110245.0,p5.2.1.2,Retail trade
abs,2019-01-01,24769.0,p5.2.1.3,Motor vehicles
abs,2019-01-01,39971.0,p5.2.2,Food and beverage
abs,2019-01-01,9851.0,p5.2.3,Accommodation
abs,2019-01-01,162121.0,p5.3,"Finance and insurance, real estate and business services"
abs,2019-01-01,69388.0,p5.3.1,Finance
abs,2019-01-01,58507.0,p5.3.1.1,Monetary intermediation
abs,2019-01-01,10881.0,p5.3.1.2,Other financial intermediation and activities auxiliary to finance
abs,2019-01-01,23970.0,p5.3.2,Insurance
abs,2019-01-01,23362.0,p5.3.2.1,Insurance and pension funding
abs,2019-01-01,608.0,p5.3.2.2,Activities auxiliary to insurance
abs,2019-01-01,21433.0,p5.3.3,Real estate
abs,2019-01-01,47330.0,p5.3.4,Business services
abs,2019-01-01,32710.0,p5.3.4.1,"Professional, scientific and technical "
abs,2019-01-01,14620.0,p5.3.4.2,Administrative and support services
abs,2019-01-01,70943.0,p5.4,Other services
abs,2019-01-01,10070.0,p5.4.1,Private health services
abs,2019-01-01,11801.0,p5.4.2,Private education services
abs,2019-01-01,31514.0,p5.4.3,Owner-occupied dwellings
abs,2019-01-01,373.0,p5.4.4,Non-profit institutions serving households
abs,2019-01-01,1268.0,p5.4.5,Domestic services of households
abs,2019-01-01,15917.0,p5.4.6,Other services not elsewhere classified
abs,2019-01-01,118804.0,p5.5,Government services
abs,2019-01-01,14241.0,p5.5.01,General public services
abs,2019-01-01,7801.0,p5.5.02,Defence
abs,2019-01-01,9707.0,p5.5.03,Public order and safety
abs,2019-01-01,16097.0,p5.5.04,Economic affairs
abs,2019-01-01,333.0,p5.5.05,Environmental protection
abs,2019-01-01,2952.0,p5.5.06,Housing and community amenities
abs,2019-01-01,17650.0,p5.5.07,Health
abs,2019-01-01,2193.0,p5.5.08,"Recreation, culture and religion"
abs,2019-01-01,46115.0,p5.5.09,Education
abs,2019-01-01,1716.0,p5.5.10,Social protection
abs,2019-01-01,16179.0,p6,Import duties
abs,2020-01-01,1346249.0,p0,Overall
abs,2020-01-01,99109.0,p1,Agriculture
abs,2020-01-01,66681.0,p1.1,Crops
abs,2020-01-01,2444.0,p1.1.1,Rubber
abs,2020-01-01,36869.0,p1.1.2,Oil palm
abs,2020-01-01,2388.0,p1.1.3,Paddy
abs,2020-01-01,12152.0,p1.1.4,Vegetables
abs,2020-01-01,4929.0,p1.1.5,Fruits
abs,2020-01-01,6687.0,p1.1.6,Food crops
abs,2020-01-01,1212.0,p1.1.7,Other crops
abs,2020-01-01,16002.0,p1.2,Livestock
abs,2020-01-01,9683.0,p1.2.1,Poultry
abs,2020-01-01,1199.0,p1.2.2 ,Cattle
abs,2020-01-01,5120.0,p1.2.3,Other livestocks
abs,2020-01-01,5140.0,p1.3,Forestry and logging
abs,2020-01-01,11286.0,p1.4,Fishing
abs,2020-01-01,7293.0,p1.4.1,Marine fishing
abs,2020-01-01,3992.0,p1.4.2,Aquaculture
abs,2020-01-01,92879.0,p2,Mining and quarrying
abs,2020-01-01,38430.0,p2.1,Crude oil and condensate
abs,2020-01-01,45896.0,p2.2,Natural gas 
abs,2020-01-01,8554.0,p2.3,Other mining & quarrying and supporting services
abs,2020-01-01,307606.0,p3,Manufacturing
abs,2020-01-01,38590.0,p3.1,"Vegetable and animal oils & fats, food processing, beverages and tobacco products"
abs,2020-01-01,12771.0,p3.1.1,Vegetable and animal oils & fats
abs,2020-01-01,18110.0,p3.1.2,Food processing
abs,2020-01-01,4526.0,p3.1.3,Beverages
abs,2020-01-01,3183.0,p3.1.4,Tobacco products
abs,2020-01-01,5444.0,p3.2,"Textiles, wearing apparel and leather products"
abs,2020-01-01,4809.0,p3.2.1,Textile and wearing apparel
abs,2020-01-01,635.0,p3.2.2,Leather and related products
abs,2020-01-01,15289.0,p3.3,"Wood products, furniture, paper products and printing"
abs,2020-01-01,6768.0,p3.3.1,Wood products 
abs,2020-01-01,4547.0,p3.3.2,Paper and paper products
abs,2020-01-01,3974.0,p3.3.3,Printing and reproduction of recorded media 
abs,2020-01-01,90084.0,p3.4,"Petroleum, chemical, rubber and plastic products"
abs,2020-01-01,35286.0,p3.4.1,Refined petroleum products
abs,2020-01-01,32201.0,p3.4.2,Chemicals & chemical products and pharmaceutical products 
abs,2020-01-01,12076.0,p3.4.3,Rubber products
abs,2020-01-01,10521.0,p3.4.4,Plastics products
abs,2020-01-01,32797.0,p3.5,"Non-metallic mineral products, basic metal and fabricated metal products"
abs,2020-01-01,10569.0,p3.5.1,Non-metallic mineral products
abs,2020-01-01,8055.0,p3.5.2,Basic metals
abs,2020-01-01,14173.0,p3.5.3,Fabricated metal products
abs,2020-01-01,91362.0,p3.6,"Electrical, electronic and optical products"
abs,2020-01-01,10212.0,p3.6.1,Machinery and equipment
abs,2020-01-01,5637.0,p3.6.2,Computers and peripheral equipment
abs,2020-01-01,6317.0,p3.6.3,Electrical equipment
abs,2020-01-01,63889.0,p3.6.4,"Electronic components & boards, communication equipment and consumer electronics"
abs,2020-01-01,5307.0,p3.6.5,"Manufacture of medical, precision & optical instrument, watches and clocks"
abs,2020-01-01,34040.0,p3.7,"Transport equipment, other manufacturing and repair"
abs,2020-01-01,24935.0,p3.7.1,Motor vehicles and transport equipment
abs,2020-01-01,4785.0,p3.7.2,Furniture
abs,2020-01-01,4320.0,p3.7.3,Other manufacturing and repair & installation of machinery and equipment
abs,2020-01-01,53616.0,p4,Construction
abs,2020-01-01,24764.0,p4.1,Buildings
abs,2020-01-01,12819.0,p4.1.1,Residential buildings
abs,2020-01-01,11945.0,p4.1.2,Non-residential buildings
abs,2020-01-01,17836.0,p4.2,Civil engineering
abs,2020-01-01,11015.0,p4.3,Specialised construction activities
abs,2020-01-01,777693.0,p5,Services
abs,2020-01-01,169232.0,p5.1,"Utilities, transportation & storage and information & communication"
abs,2020-01-01,29610.0,p5.1.1,Electricity and gas
abs,2020-01-01,8341.0,p5.1.2,"Water, sewerage and waste management"
abs,2020-01-01,42078.0,p5.1.3,Transportation and storage
abs,2020-01-01,9830.0,p5.1.3.1,Land transport
abs,2020-01-01,6006.0,p5.1.3.2,Water transport
abs,2020-01-01,2113.0,p5.1.3.3,Air transport
abs,2020-01-01,7082.0,p5.1.3.4,Port and airport operation
abs,2020-01-01,7190.0,p5.1.3.5,Highway operation
abs,2020-01-01,7048.0,p5.1.3.6,Support activities for transportation
abs,2020-01-01,2809.0,p5.1.3.7,Postal and courier 
abs,2020-01-01,89203.0,p5.1.4,Information and communication
abs,2020-01-01,7222.0,p5.1.4.1,Publishing and broadcasting activities 
abs,2020-01-01,62387.0,p5.1.4.2,Telecommunications
abs,2020-01-01,19594.0,p5.1.4.3,Computer and information service activities
abs,2020-01-01,265100.0,p5.2,"Wholesale and retail trade, food & beverage and accommodation"
abs,2020-01-01,228561.0,p5.2.1,Wholesale and retail trade 
abs,2020-01-01,102246.0,p5.2.1.1,Wholesale trade
abs,2020-01-01,103999.0,p5.2.1.2,Retail trade
abs,2020-01-01,22315.0,p5.2.1.3,Motor vehicles
abs,2020-01-01,31675.0,p5.2.2,Food and beverage
abs,2020-01-01,4864.0,p5.2.3,Accommodation
abs,2020-01-01,154867.0,p5.3,"Finance and insurance, real estate and business services"
abs,2020-01-01,70952.0,p5.3.1,Finance
abs,2020-01-01,58675.0,p5.3.1.1,Monetary intermediation
abs,2020-01-01,12277.0,p5.3.1.2,Other financial intermediation and activities auxiliary to finance
abs,2020-01-01,25150.0,p5.3.2,Insurance
abs,2020-01-01,24591.0,p5.3.2.1,Insurance and pension funding
abs,2020-01-01,559.0,p5.3.2.2,Activities auxiliary to insurance
abs,2020-01-01,17766.0,p5.3.3,Real estate
abs,2020-01-01,40999.0,p5.3.4,Business services
abs,2020-01-01,30041.0,p5.3.4.1,"Professional, scientific and technical "
abs,2020-01-01,10959.0,p5.3.4.2,Administrative and support services
abs,2020-01-01,63796.0,p5.4,Other services
abs,2020-01-01,9454.0,p5.4.1,Private health services
abs,2020-01-01,10994.0,p5.4.2,Private education services
abs,2020-01-01,32606.0,p5.4.3,Owner-occupied dwellings
abs,2020-01-01,460.0,p5.4.4,Non-profit institutions serving households
abs,2020-01-01,1141.0,p5.4.5,Domestic services of households
abs,2020-01-01,9141.0,p5.4.6,Other services not elsewhere classified
abs,2020-01-01,124699.0,p5.5,Government services
abs,2020-01-01,12147.0,p5.5.01,General public services
abs,2020-01-01,8148.0,p5.5.02,Defence
abs,2020-01-01,10204.0,p5.5.03,Public order and safety
abs,2020-01-01,17669.0,p5.5.04,Economic affairs
abs,2020-01-01,421.0,p5.5.05,Environmental protection
abs,2020-01-01,3897.0,p5.5.06,Housing and community amenities
abs,2020-01-01,19652.0,p5.5.07,Health
abs,2020-01-01,2256.0,p5.5.08,"Recreation, culture and religion"
abs,2020-01-01,47583.0,p5.5.09,Education
abs,2020-01-01,2722.0,p5.5.10,Social protection
abs,2020-01-01,15346.0,p6,Import duties
abs,2021-01-01,1390882.0,p0,Overall
abs,2021-01-01,98843.0,p1,Agriculture
abs,2021-01-01,65857.0,p1.1,Crops
abs,2021-01-01,2230.0,p1.1.1,Rubber
abs,2021-01-01,34789.0,p1.1.2,Oil palm
abs,2021-01-01,2433.0,p1.1.3,Paddy
abs,2021-01-01,13120.0,p1.1.4,Vegetables
abs,2021-01-01,5335.0,p1.1.5,Fruits
abs,2021-01-01,6710.0,p1.1.6,Food crops
abs,2021-01-01,1240.0,p1.1.7,Other crops
abs,2021-01-01,16495.0,p1.2,Livestock
abs,2021-01-01,9993.0,p1.2.1,Poultry
abs,2021-01-01,1258.0,p1.2.2 ,Cattle
abs,2021-01-01,5244.0,p1.2.3,Other livestocks
abs,2021-01-01,5241.0,p1.3,Forestry and logging
abs,2021-01-01,11250.0,p1.4,Fishing
abs,2021-01-01,7266.0,p1.4.1,Marine fishing
abs,2021-01-01,3984.0,p1.4.2,Aquaculture
abs,2021-01-01,93717.0,p2,Mining and quarrying
abs,2021-01-01,36410.0,p2.1,Crude oil and condensate
abs,2021-01-01,49166.0,p2.2,Natural gas 
abs,2021-01-01,8142.0,p2.3,Other mining & quarrying and supporting services
abs,2021-01-01,336724.0,p3,Manufacturing
abs,2021-01-01,39272.0,p3.1,"Vegetable and animal oils & fats, food processing, beverages and tobacco products"
abs,2021-01-01,11618.0,p3.1.1,Vegetable and animal oils & fats
abs,2021-01-01,19898.0,p3.1.2,Food processing
abs,2021-01-01,4975.0,p3.1.3,Beverages
abs,2021-01-01,2781.0,p3.1.4,Tobacco products
abs,2021-01-01,5837.0,p3.2,"Textiles, wearing apparel and leather products"
abs,2021-01-01,5132.0,p3.2.1,Textile and wearing apparel
abs,2021-01-01,705.0,p3.2.2,Leather and related products
abs,2021-01-01,16728.0,p3.3,"Wood products, furniture, paper products and printing"
abs,2021-01-01,7383.0,p3.3.1,Wood products 
abs,2021-01-01,5238.0,p3.3.2,Paper and paper products
abs,2021-01-01,4107.0,p3.3.3,Printing and reproduction of recorded media 
abs,2021-01-01,101787.0,p3.4,"Petroleum, chemical, rubber and plastic products"
abs,2021-01-01,39784.0,p3.4.1,Refined petroleum products
abs,2021-01-01,35502.0,p3.4.2,Chemicals & chemical products and pharmaceutical products 
abs,2021-01-01,14722.0,p3.4.3,Rubber products
abs,2021-01-01,11779.0,p3.4.4,Plastics products
abs,2021-01-01,34101.0,p3.5,"Non-metallic mineral products, basic metal and fabricated metal products"
abs,2021-01-01,10695.0,p3.5.1,Non-metallic mineral products
abs,2021-01-01,8277.0,p3.5.2,Basic metals
abs,2021-01-01,15129.0,p3.5.3,Fabricated metal products
abs,2021-01-01,104745.0,p3.6,"Electrical, electronic and optical products"
abs,2021-01-01,11291.0,p3.6.1,Machinery and equipment
abs,2021-01-01,6407.0,p3.6.2,Computers and peripheral equipment
abs,2021-01-01,7187.0,p3.6.3,Electrical equipment
abs,2021-01-01,74092.0,p3.6.4,"Electronic components & boards, communication equipment and consumer electronics"
abs,2021-01-01,5768.0,p3.6.5,"Manufacture of medical, precision & optical instrument, watches and clocks"
abs,2021-01-01,34253.0,p3.7,"Transport equipment, other manufacturing and repair"
abs,2021-01-01,25265.0,p3.7.1,Motor vehicles and transport equipment
abs,2021-01-01,4613.0,p3.7.2,Furniture
abs,2021-01-01,4375.0,p3.7.3,Other manufacturing and repair & installation of machinery and equipment
abs,2021-01-01,50839.0,p4,Construction
abs,2021-01-01,22958.0,p4.1,Buildings
abs,2021-01-01,11227.0,p4.1.1,Residential buildings
abs,2021-01-01,11731.0,p4.1.2,Non-residential buildings
abs,2021-01-01,14590.0,p4.2,Civil engineering
abs,2021-01-01,13291.0,p4.3,Specialised construction activities
abs,2021-01-01,795116.0,p5,Services
abs,2021-01-01,176224.0,p5.1,"Utilities, transportation & storage and information & communication"
abs,2021-01-01,30200.0,p5.1.1,Electricity and gas
abs,2021-01-01,8821.0,p5.1.2,"Water, sewerage and waste management"
abs,2021-01-01,42603.0,p5.1.3,Transportation and storage
abs,2021-01-01,10171.0,p5.1.3.1,Land transport
abs,2021-01-01,6217.0,p5.1.3.2,Water transport
abs,2021-01-01,1311.0,p5.1.3.3,Air transport
abs,2021-01-01,7239.0,p5.1.3.4,Port and airport operation
abs,2021-01-01,7051.0,p5.1.3.5,Highway operation
abs,2021-01-01,7456.0,p5.1.3.6,Support activities for transportation
abs,2021-01-01,3158.0,p5.1.3.7,Postal and courier 
abs,2021-01-01,94600.0,p5.1.4,Information and communication
abs,2021-01-01,7140.0,p5.1.4.1,Publishing and broadcasting activities 
abs,2021-01-01,67458.0,p5.1.4.2,Telecommunications
abs,2021-01-01,20002.0,p5.1.4.3,Computer and information service activities
abs,2021-01-01,266308.0,p5.2,"Wholesale and retail trade, food & beverage and accommodation"
abs,2021-01-01,233686.0,p5.2.1,Wholesale and retail trade 
abs,2021-01-01,106071.0,p5.2.1.1,Wholesale trade
abs,2021-01-01,107382.0,p5.2.1.2,Retail trade
abs,2021-01-01,20233.0,p5.2.1.3,Motor vehicles
abs,2021-01-01,28938.0,p5.2.2,Food and beverage
abs,2021-01-01,3684.0,p5.2.3,Accommodation
abs,2021-01-01,159192.0,p5.3,"Finance and insurance, real estate and business services"
abs,2021-01-01,77344.0,p5.3.1,Finance
abs,2021-01-01,64717.0,p5.3.1.1,Monetary intermediation
abs,2021-01-01,12627.0,p5.3.1.2,Other financial intermediation and activities auxiliary to finance
abs,2021-01-01,28428.0,p5.3.2,Insurance
abs,2021-01-01,27838.0,p5.3.2.1,Insurance and pension funding
abs,2021-01-01,590.0,p5.3.2.2,Activities auxiliary to insurance
abs,2021-01-01,15466.0,p5.3.3,Real estate
abs,2021-01-01,37954.0,p5.3.4,Business services
abs,2021-01-01,28506.0,p5.3.4.1,"Professional, scientific and technical "
abs,2021-01-01,9448.0,p5.3.4.2,Administrative and support services
abs,2021-01-01,61910.0,p5.4,Other services
abs,2021-01-01,10246.0,p5.4.1,Private health services
abs,2021-01-01,10592.0,p5.4.2,Private education services
abs,2021-01-01,33104.0,p5.4.3,Owner-occupied dwellings
abs,2021-01-01,498.0,p5.4.4,Non-profit institutions serving households
abs,2021-01-01,993.0,p5.4.5,Domestic services of households
abs,2021-01-01,6477.0,p5.4.6,Other services not elsewhere classified
abs,2021-01-01,131482.0,p5.5,Government services
abs,2021-01-01,15400.0,p5.5.01,General public services
abs,2021-01-01,8240.0,p5.5.02,Defence
abs,2021-01-01,10739.0,p5.5.03,Public order and safety
abs,2021-01-01,17696.0,p5.5.04,Economic affairs
abs,2021-01-01,468.0,p5.5.05,Environmental protection
abs,2021-01-01,3694.0,p5.5.06,Housing and community amenities
abs,2021-01-01,21521.0,p5.5.07,Health
abs,2021-01-01,2602.0,p5.5.08,"Recreation, culture and religion"
abs,2021-01-01,48983.0,p5.5.09,Education
abs,2021-01-01,2140.0,p5.5.10,Social protection
abs,2021-01-01,15642.0,p6,Import duties
abs,2022-01-01,1514139.0,p0,Overall
abs,2022-01-01,100082.0,p1,Agriculture
abs,2022-01-01,66678.0,p1.1,Crops
abs,2022-01-01,1790.0,p1.1.1,Rubber
abs,2022-01-01,36120.0,p1.1.2,Oil palm
abs,2022-01-01,2224.0,p1.1.3,Paddy
abs,2022-01-01,13148.0,p1.1.4,Vegetables
abs,2022-01-01,5369.0,p1.1.5,Fruits
abs,2022-01-01,6725.0,p1.1.6,Food crops
abs,2022-01-01,1302.0,p1.1.7,Other crops
abs,2022-01-01,16579.0,p1.2,Livestock
abs,2022-01-01,10117.0,p1.2.1,Poultry
abs,2022-01-01,1246.0,p1.2.2 ,Cattle
abs,2022-01-01,5216.0,p1.2.3,Other livestocks
abs,2022-01-01,5271.0,p1.3,Forestry and logging
abs,2022-01-01,11555.0,p1.4,Fishing
abs,2022-01-01,7255.0,p1.4.1,Marine fishing
abs,2022-01-01,4300.0,p1.4.2,Aquaculture
abs,2022-01-01,97001.0,p2,Mining and quarrying
abs,2022-01-01,36283.0,p2.1,Crude oil and condensate
abs,2022-01-01,51748.0,p2.2,Natural gas 
abs,2022-01-01,8969.0,p2.3,Other mining & quarrying and supporting services
abs,2022-01-01,364124.0,p3,Manufacturing
abs,2022-01-01,41917.0,p3.1,"Vegetable and animal oils & fats, food processing, beverages and tobacco products"
abs,2022-01-01,11381.0,p3.1.1,Vegetable and animal oils & fats
abs,2022-01-01,21474.0,p3.1.2,Food processing
abs,2022-01-01,5624.0,p3.1.3,Beverages
abs,2022-01-01,3438.0,p3.1.4,Tobacco products
abs,2022-01-01,6171.0,p3.2,"Textiles, wearing apparel and leather products"
abs,2022-01-01,5294.0,p3.2.1,Textile and wearing apparel
abs,2022-01-01,877.0,p3.2.2,Leather and related products
abs,2022-01-01,17889.0,p3.3,"Wood products, furniture, paper products and printing"
abs,2022-01-01,7893.0,p3.3.1,Wood products 
abs,2022-01-01,5632.0,p3.3.2,Paper and paper products
abs,2022-01-01,4364.0,p3.3.3,Printing and reproduction of recorded media 
abs,2022-01-01,102892.0,p3.4,"Petroleum, chemical, rubber and plastic products"
abs,2022-01-01,41934.0,p3.4.1,Refined petroleum products
abs,2022-01-01,36600.0,p3.4.2,Chemicals & chemical products and pharmaceutical products 
abs,2022-01-01,12255.0,p3.4.3,Rubber products
abs,2022-01-01,12103.0,p3.4.4,Plastics products
abs,2022-01-01,36689.0,p3.5,"Non-metallic mineral products, basic metal and fabricated metal products"
abs,2022-01-01,11671.0,p3.5.1,Non-metallic mineral products
abs,2022-01-01,8827.0,p3.5.2,Basic metals
abs,2022-01-01,16191.0,p3.5.3,Fabricated metal products
abs,2022-01-01,119614.0,p3.6,"Electrical, electronic and optical products"
abs,2022-01-01,12007.0,p3.6.1,Machinery and equipment
abs,2022-01-01,6730.0,p3.6.2,Computers and peripheral equipment
abs,2022-01-01,7924.0,p3.6.3,Electrical equipment
abs,2022-01-01,86501.0,p3.6.4,"Electronic components & boards, communication equipment and consumer electronics"
abs,2022-01-01,6452.0,p3.6.5,"Manufacture of medical, precision & optical instrument, watches and clocks"
abs,2022-01-01,38950.0,p3.7,"Transport equipment, other manufacturing and repair"
abs,2022-01-01,29114.0,p3.7.1,Motor vehicles and transport equipment
abs,2022-01-01,5058.0,p3.7.2,Furniture
abs,2022-01-01,4778.0,p3.7.3,Other manufacturing and repair & installation of machinery and equipment
abs,2022-01-01,53426.0,p4,Construction
abs,2022-01-01,24824.0,p4.1,Buildings
abs,2022-01-01,11098.0,p4.1.1,Residential buildings
abs,2022-01-01,13726.0,p4.1.2,Non-residential buildings
abs,2022-01-01,14452.0,p4.2,Civil engineering
abs,2022-01-01,14151.0,p4.3,Specialised construction activities
abs,2022-01-01,882723.0,p5,Services
abs,2022-01-01,194789.0,p5.1,"Utilities, transportation & storage and information & communication"
abs,2022-01-01,31306.0,p5.1.1,Electricity and gas
abs,2022-01-01,9052.0,p5.1.2,"Water, sewerage and waste management"
abs,2022-01-01,55148.0,p5.1.3,Transportation and storage
abs,2022-01-01,14001.0,p5.1.3.1,Land transport
abs,2022-01-01,6975.0,p5.1.3.2,Water transport
abs,2022-01-01,2891.0,p5.1.3.3,Air transport
abs,2022-01-01,9018.0,p5.1.3.4,Port and airport operation
abs,2022-01-01,9423.0,p5.1.3.5,Highway operation
abs,2022-01-01,9461.0,p5.1.3.6,Support activities for transportation
abs,2022-01-01,3379.0,p5.1.3.7,Postal and courier 
abs,2022-01-01,99283.0,p5.1.4,Information and communication
abs,2022-01-01,7868.0,p5.1.4.1,Publishing and broadcasting activities 
abs,2022-01-01,70191.0,p5.1.4.2,Telecommunications
abs,2022-01-01,21225.0,p5.1.4.3,Computer and information service activities
abs,2022-01-01,309740.0,p5.2,"Wholesale and retail trade, food & beverage and accommodation"
abs,2022-01-01,265813.0,p5.2.1,Wholesale and retail trade 
abs,2022-01-01,110153.0,p5.2.1.1,Wholesale trade
abs,2022-01-01,127362.0,p5.2.1.2,Retail trade
abs,2022-01-01,28298.0,p5.2.1.3,Motor vehicles
abs,2022-01-01,35369.0,p5.2.2,Food and beverage
abs,2022-01-01,8558.0,p5.2.3,Accommodation
abs,2022-01-01,172189.0,p5.3,"Finance and insurance, real estate and business services"
abs,2022-01-01,79351.0,p5.3.1,Finance
abs,2022-01-01,67322.0,p5.3.1.1,Monetary intermediation
abs,2022-01-01,12029.0,p5.3.1.2,Other financial intermediation and activities auxiliary to finance
abs,2022-01-01,27280.0,p5.3.2,Insurance
abs,2022-01-01,26625.0,p5.3.2.1,Insurance and pension funding
abs,2022-01-01,655.0,p5.3.2.2,Activities auxiliary to insurance
abs,2022-01-01,20083.0,p5.3.3,Real estate
abs,2022-01-01,45475.0,p5.3.4,Business services
abs,2022-01-01,33475.0,p5.3.4.1,"Professional, scientific and technical "
abs,2022-01-01,12000.0,p5.3.4.2,Administrative and support services
abs,2022-01-01,68570.0,p5.4,Other services
abs,2022-01-01,11219.0,p5.4.1,Private health services
abs,2022-01-01,11428.0,p5.4.2,Private education services
abs,2022-01-01,33650.0,p5.4.3,Owner-occupied dwellings
abs,2022-01-01,569.0,p5.4.4,Non-profit institutions serving households
abs,2022-01-01,1000.0,p5.4.5,Domestic services of households
abs,2022-01-01,10704.0,p5.4.6,Other services not elsewhere classified
abs,2022-01-01,137435.0,p5.5,Government services
abs,2022-01-01,21473.0,p5.5.01,General public services
abs,2022-01-01,8318.0,p5.5.02,Defence
abs,2022-01-01,10665.0,p5.5.03,Public order and safety
abs,2022-01-01,19074.0,p5.5.04,Economic affairs
abs,2022-01-01,436.0,p5.5.05,Environmental protection
abs,2022-01-01,3516.0,p5.5.06,Housing and community amenities
